ementa;ementa_em_ingles;nova_ementa_em_ingles;nova_ementa;assunto_agrupado
licitação falhas apontadas no certame sustação dos atos decorrentes de contrato competência do poder legislativo luz do disposto no art 71 1 da cf 88 no caso da existência de contrato administrativo o ato de sustação será adotado diretamente pelo poder legislativo que terá um prazo de 90 noventa dias para tomar as providências cabíveis consoante previsto no 2 do artigo supracitado;bid failures pointed out in the auction suspension of acts arising from contract competence of the legislative power in light of the provisions of art 71 1 of cf 88 in the case of the existence of an administrative contract, the suspension act will be adopted directly by the legislative power, which will have a period of 90 ninety days to take the appropriate measures as provided for in paragraph 2 of the aforementioned article;bid failures pointed out in the vendue suspension of acts arising from contract competence of the legislative power in light of the provisions of art 71 1 of mucoviscidosis eighty eight in the cause of the existence of an administrative contract, the suspension act will be adopted directly by the legislative power, which will make a period of 90 ninety day to take the appropriate measures as provided for in paragraph 2 of the aforementioned article;as falhas licitatórias apontadas na suspensão ventual dos atos decorrentes de competência contratual do poder legislativo à luz do disposto no art. o poder legislativo, que concederá um prazo de 90 e noventa dias para tomar as providências cabíveis previstas no n.º 2 do referido artigo;CONTRATO
tomada de contas especial contrato pagamentos realizados sem cobertura contratual irregularidade o parágrafo único do art 61 da lei n 8 666 93 assim dispõe : a publicação resumida do instrumento de contrato ou de seus aditamentos na imprensa oficial que é condição indispensável para sua eficácia será providenciada pela administração até o quinto dia útil do mês seguinte ao de sua assinatura para ocorrer no prazo de vinte dias daquela data qualquer que seja o seu valor ainda que sem ônus ressalvado o disposto no art 26 desta lei redação dada pela lei n 8 883 de 1994;account taking special contract payments made without contractual coverage irregularity the sole paragraph of art 61 of law no. 8 666 93 provides: summary publication of the contract instrument or its amendments in the official press, which is an indispensable condition for its effectiveness, will be provided by administration until the fifth business day of the month following its signature, to occur within twenty days of that date, whatever its value, even if free of charge, except as provided for in art 26 of this law, as amended by law no. 8 883 of 1994;account taking special contract payments made without contractual coverage irregularity the sole paragraph of art 61 of jurisprudence no. 8 666 93 provides: summary publication of the contract instrument or its amendments in the official press, which is an indispensable condition for information technology effectuality, will be provided by administration until the fifth business day of the month following information technology signature, to occur within twenty days of that date, whatever information technology value, even if devoid of heraldic bearing, except as provided for in art 26 of this law, as amended by law no. 8 883 of 1994;tendo em conta os pagamentos de contratos especiais efetuados sem irregularidade de cobertura contratual o parágrafo único do art. 61 da jurisprudência n. 8 666 93 prevê: a publicação sumária do instrumento contratual ou de suas alterações na imprensa oficial, condição imprescindível para a efetivação da tecnologia da informação, será assegurada pela administração até o quinto dia útil do mês seguinte ao da assinatura da tecnologia da informação, a ocorrer no prazo de vinte dias após essa data, qualquer valor de informática, ainda que destituída de caráter heráldico, ressalvado o disposto no art. 26 desta lei, conforme alterada pela lei n. 8 883 de 1994;CONTRATO
recurso de reconsideração denúncia referente a irregularidades na execução de obras da prefeitura de belém do piauí exercício 2015 documentação anexa capaz de afastar apenas parcialmente as ocorrências apontadas permanência de obras inacabadas e ou executadas em desconformidade com o projeto base provimento parcial do recurso manutenção do julgamento de procedência da denúncia tc 018538 2015 e da aplicação de multa de 500 ufr pi mas reduzindo a imputação de débito para r 21 464 99 a recorrente anexou documentos capazes de afastar apenas parcialmente algumas impropriedades apontadas que ensejaram a imputação de débito inicial no valor de r 62 991 32 permanecendo sem execução contudo as obras referentes mureta que deveria ter sido construída na quadra poliesportiva bem como a colocação do guarda copo metálico nas arquibancadas da referida quadra a alteração injustificada do projeto base sem a devida contribuição estrutural significativa eleva desnecessariamente o custo da obra onerando os cofres públicos conduta esta vedada por nosso ordenamento;reconsideration appeal complaint regarding irregularities in the execution of works of the city of belém do piauí fiscal year 2015 attached documentation capable of only partially ruling out the occurrences pointed out permanence of unfinished works and/or executed in disagreement with the project base partial provision of the appeal maintenance of the judgment of origin of the complaint tc 018538 2015 and the imposition of a fine of 500 ufr pi, but reducing the attribution of debt to r 21,464 99 the appellant attached documents capable of only partially removing some of the improprieties pointed out that gave rise to the attribution of an initial debt in the amount of r 62 991 32 remaining without execution, however, the works referring to the low wall that should have been built in the multi-sport court, as well as the placement of the metallic cup guard in the stands of that court, the unjustified change of the base project without the due significant structural contribution unnecessarily increases the cost of the work, burdening The s public coffers conduct is prohibited by our legal system.;reconsideration appeal complaint regarding irregularities in the execution of works of the city of belém do piauí fiscal year 2015 attached documentation capable of only partially ruling out the occurrences pointed out permanence of unfinished works and / or executed in disagreement with the project base partial provision of the appeal sustenance of the judgment of origin of the complaint tc 018538 2015 and the imposition of a fine of 500 ufr pi, but reducing the attribution of debt to r 21, 464 99 the appellant attached documents up to of only partially removing some of the improprieties pointed out that devote rise to the attribution of an initial debt in the amount of r 62 991 xxxii remaining without execution, however, the works referring to the low wall that should have been built in the multi - sport court, as well as the placement of the metallic cup guard in the viewpoint of that court, the unjustified change of the base project without the due significant structural contribution unnecessarily increase the cost of the work, burdening The s public coffers conduct is prohibited by our legal system.;Reconsideração de reclamação de recurso de irregularidades na execução de obras do município de belém do piauí do exercício de 2015 anexa documentação capaz de afastar apenas parcialmente as ocorrências apontadas para permanência de obras inacabadas e / ou executadas em desacordo com o projeto base provisão parcial do recurso de sustentação da sentença de origem da reclamação tc 018538 2015 e aplicação de multa de 500 ufr pi, mas reduzindo a imputação de dívida a r 21.464 99 a recorrente anexou documentos até a retirada apenas parcial de algumas das irregularidades apontou que se destinarão à atribuição de uma dívida inicial no valor de r 62 991 xxxii permanecendo sem execução, porém, as obras referentes ao muro baixo que deveriam ter sido construídas na quadra poliesportiva, bem como a colocação do guarda copo metálico na ótica daquele tribunal, a mudança injustificada do projeto de base sem as devidas contribuições estruturais significativas em aumentar desnecessariamente o custo da obra, onerando A conduta dos cofres públicos é proibida pelo nosso ordenamento jurídico.;CONTRATO
licitação prorrogação de contratos em desconformidade com a lei n 8 666 93 ausência de aditivo de prorrogação irregularidade 1 a ausência de celebração de termo aditivo de prorrogação da vigência do contrato cuja vigência estava expirada configura recontratação sem licitação infringindo a lei 8 666 1993 art 2 c c 3;bidding extension of contracts in non-compliance with law n. 8 666 93 absence of extension amendment irregularity 1 the absence of conclusion of extension of the term of the contract whose term had expired configures rehiring without bidding in violation of law 8 666 1993 art 2 cc 3;bidding extension of contracts in non - obligingness with law n. 8 666 93 absence of extension amendment irregularity 1 the absence of conclusion of extension of the term of the contract whose term own expired configures rehiring without command in violation of law 8 666 1993 art two cc 3;licitação prorrogação de contratos em não obrigatoriedade com a lei n. 8 666 93 ausência de prorrogação alteração irregularidade 1 a ausência de celebração de prorrogação do prazo do contrato cujo prazo próprio expirou configura recontratação sem mandato em violação da lei 8 666 1993 art dois cc 3;CONTRATO
contrato empresa proibida de contratar com o poder público sustação de pagamentos nos termos da lei n 8 429 92 a proibição de o agente improbo contratar com o poder público ou receber benefícios ou incentivos fiscais ou creditícios é extensível pessoa jurídica da qual seja sócio majoritário o gestor que contratar com empresa proibida está sujeito sustação dos pagamentos realizados;contract company prohibited from contracting with the government suspension of payments under the terms of law No. 8 429 92 the prohibition of the improper agent to contract with the government or receive benefits or tax or credit incentives is extended to a legal entity of which the manager is a majority shareholder. that contracting with a prohibited company is subject to suspension of payments made;contract caller forbid from condense with the regime suspension of payments nether the terms of law No. ogdoad 429 92 the prohibition of the improper agent to contract with the government or incur benefits or tax or credit incentives is extended to a legal entity of which the manager is a majority shareowner. that contracting with a veto company is subject to suspension of payments made;interlocutor do contrato proibido de condensar com o regime de suspensão de pagamentos fora dos termos da lei nº ogdoad 429 92 a proibição do agente indevido de contratar com o governo ou de incorrer em benefícios ou incentivos fiscais ou creditícios é extensiva a pessoa jurídica da qual o gerente é acionista majoritário. que a contratação de uma empresa com veto está sujeita à suspensão dos pagamentos efetuados;CONTRATO
ausência de publicações termos aditivos ausência de publicações dos termos aditivos pela documentação encaminhada observa se que todas as publicações referentes ao contrato em análise foram realizadas fora do prazo disposto na lei de licitações não ficou comprovada a publicação do extrato do referido contrato;absence of publications of additive terms absence of publications of additive terms in the documentation forwarded, it is noted that all publications referring to the contract under consideration were carried out outside the period provided for in the bidding law, the publication of the extract of said contract was not proven;absence of publications of linear terms absence seizure of publications of linear terms in the documentation forwarded, information technology be noted that all publications referring to the contract under considerateness were deport out outside the period provided for in the bidding law, the publication of the extract of say contract was not proven;ausência de publicações de termos lineares ausência de apreensão de publicações de termos lineares na documentação encaminhada, informática note-se que todas as publicações referentes ao contrato sob consideração foram deportadas fora do prazo previsto na lei de licitações, a publicação de extrato de diga que o contrato não foi comprovado;CONTRATO
consulta contrato de adesão cláusulas exorbitantes serviço público monopolista tempo indefinido formalização do procedimento de dispensa ou inexigibilidade 1 a administração ao contratar empresas concessionárias ou permissionárias de serviços públicos monopolistas deverá firmar com esta a modalidade do contrato de adesão no qual irá aderir s condições preestabelecidas pela empresa contratada 2 os contratos firmados entre a administração pública e empresas concessionárias de serviços públicos não precisam constar as cláusulas necessárias aos contratos administrativos de modo geral como por exemplo as cláusulas exorbitantes prevalecendo as condições dispostas pela contratante 3 assim nos termos da orientação normativa da agu n 36 2011 poderá a administração pública art 6 xi da lei n 8 666 1993 celebrar contratos com empresas concessionárias de serviço público monopolista por tempo indefinido desde que justifique a adoção do tempo indeterminado e que comprove a cada exercício financeiro a estimativa de consumo e a existência de previsão de recursos orçamentários cabe ressaltar que nessa modalidade de contratação caso a contratante observe irregularidades na execução do contrato de adesão deve comunicar o fato agência reguladora 4 quando a administração firmar contratos na qualidade de usuária de serviço público monopolista ou seja contrato de adesão a aplicação da lei n 8 666 93 ocorrerá subsidiariamente portanto predominando as normas específicas relativas ao objeto 5 os contratos celebrados com empresas concessionárias de serviços públicos monopolizados deverão ser antecedidos por procedimento formal de dispensa ou inexigibilidade;consultation adhesion contract exorbitant clauses monopolistic public service indefinite time formalization of the waiver or non-enforceability procedure 1 the administration, when contracting concessionary companies or licensees of monopolistic public services, shall sign with it the modality of the adhesion contract in which it will adhere to the conditions pre-established by the company contractor 2 contracts signed between the public administration and public service concessionaires do not need to contain the clauses necessary for administrative contracts in general, such as exorbitant clauses, prevailing the conditions provided by the contracting party 3, in accordance with the normative guidance of the agu n 36 2011 may the public administration, art 6 xi of law n. 8 666 1993, enter into contracts with concessionary companies of monopolistic public service for an indefinite period, provided that it justifies the adoption of an indefinite period and that proves, in each financial year, consumption estimate and the existence of a forecast of budgetary resources, it should be noted that in this type of contracting, if the contracting party observes irregularities in the performance of the adhesion contract, it must communicate the fact to the regulatory agency 4 when the administration signs contracts as a user of a monopoly public service or whether it is an adhesion contract, the application of law n. 8 666 93 will occur in a subsidiarity, therefore, the specific rules relating to object 5 will predominate.;consultation adhesion contract exorbitant clauses monopolistic public service indefinite time formalization of the waiver or non - enforceability procedure 1 the administration, when contracting concessionary companies operating room licensees of monopolistic public services, shall sign with it the modality of the adhesion contract in which it will adhere to the conditions pre - established by the company contractor 2 contracts signed between the public administration and public service concessionaires do not need to contain the clauses necessary for administrative contracts in general, such as exorbitant clauses, prevailing the conditions provided by the contracting party 3, in accordance with the normative guidance of the agu n 36 2011 may the public administration, art 6 xi of law n. 8 666 1993, enter into contracts with concessionary companies of monopolistic public service for an indefinite period, cater that it justifies the adoption of an indefinite period and that proves, in each financial year, consumption estimate and the existence of a forecast of budgetary resources, it should be noted that in this type of contracting, if the contracting party observes irregularities in the performance of the adhesion contract, it must communicate the fact to the regulatory agency 4 when the administration signs contracts as a user of a monopoly public service or whether it is an adhesion contract, the application of law n. 8 666 93 will occur in a subsidiarity, therefore, the specific rules relating to object fivesome will predominate.;consulta de adesão contrato cláusulas exorbitantes de serviço público monopolista por tempo indeterminado formalização de dispensa ou procedimento de inadimplência 1 a administração, ao contratar concessionárias de operadoras de serviços públicos monopolísticos, deverá firmar com ela a modalidade de contrato de adesão a que aderirá às condições preestabelecidas pela empresa contratante 2 os contratos firmados entre a administração pública e as concessionárias de serviço público não precisam conter as cláusulas necessárias aos contratos administrativos em geral, tais como cláusulas exorbitantes, prevalecendo as condições previstas pelo contratante 3, de acordo com a orientação normativa da portaria 36 2011 de maio da administração pública, art. 6 xi da lei n. 8 666 1993, celebrar contratos com empresas concessionárias de serviço público monopolista por prazo indeterminado, desde que justifique a adoção de prazo indeterminado e que comprove, em cada exercício, estimativa de consumo e a existência de previsão de recursos orçamentários, Ressalte-se que nessa modalidade de contratação, caso o contratante constate irregularidades na execução do contrato de adesão, deverá comunicar o fato ao regulador 4 quando a administração assinar contratos como usuária de serviço público monopolista ou se é um contrato de adesão, aplicação da lei n. 8 666 93 ocorrerá em uma subsidiariedade, portanto, as regras específicas relativas ao objeto cinco predominarão.;CONTRATO
ementa : prestação de contas licitação permissão ofensa lei de licitações regularidades com ressalvas 1 permissões outorgadas por prazo indeterminado é expressamente proibido por lei de acordo com o art 57 3 da lei 8 666 1993;summary : accountability bidding permission offense bidding law regularities with reservations 1 permissions granted for an indefinite period is expressly prohibited by law in accordance with art 57 3 of law 8 666 1993;summary: accountability bidding permit offense bidding law regularities with reservations 1 permissions granted for an indefinite menses is expressly prohibited by law in accordance with art 57 3 of law of nature 8 666 1993;resumo: prestação de contas permite ofensa licitação regularidades da lei com reservas 1 permissões concedidas por período indeterminado são expressamente proibidas por lei de acordo com o art. 57 3 da lei da natureza 8.666 de 1993;CONTRATO
ementa : agente político contratação de empresa impedida de contratar com o poder público contrato assinado antes do trânsito em julgado da condenação de inidoneidade da empresa ausência de irregularidade do contrato 1 a declaração de inidoneidade de empresa não dá ensejo imediata rescisão de todos os contratos firmados entre as empresas sancionadas com a administração pública uma vez que apenas produz efeitos ex nunc não autorizando que sejam desfeitos todos os atos pretéritos ao momento de sua proclamação;summary : political agent hiring a company prevented from contracting with the government a contract signed before the conviction of the company's disrepute becomes unappealable. companies sanctioned with the public administration, since it only produces ex nunc effects, not authorizing the undone of all past acts at the time of its proclamation;summary: political federal agent hiring a company prevented from contracting with the government a contract sign on before the conviction of the company ' s discredit become unappealable. company sanctioned with the public administration, since information technology only make ex nunc effects, not clear the undone of all past acts at the time of its proclamation;resumo: agente político federal que contrata empresa impedido de firmar contrato com o governo antes de transitar a condenação do descrédito da empresa. empresa autuada junto à administração pública, uma vez que a informática somente faz efeitos ex nunc, não sendo claro o desfeito de todos os atos passados ​​no momento de sua proclamação;CONTRATO
contrato licitação prorrogação contratual sem previsão legal ausência de pesquisa de preços apensamento ao processo de prestação de contas mesmo que procedente parcialmente a lei n 8 666 93 em seu art 57 informa que a duração dos contratos ficará adstrita vigência dos respectivos créditos orçamentários não excetuando o fornecimento de bens compras observa ainda que a prorrogação contratual quando admitida depende da comprovação de maior vantagem econômica na manutenção do liame considerando os preços praticados no mercado o que não ocorreu no caso concreto configurando irregularidade procedimento licitatório cadastrado incompleto no sistema licitações web ausência de termo de referência bem como inobservância exigência do art 40 2 ii e do art 43 iv ambos da lei 8 66693 e art 3 iii da lei 10 520 02 gerando portanto irregularidade ainda que em parte a procedência em processos de representação demanda apensamento do presente processo aos processos de prestação de contas do exercício com o fito de que sejam consideradas quando da análise repercutindo de forma negativa;contract bidding contract extension without legal provision absence of price research addition to the accountability process even if partially valid law no. of purchased goods also observes that the contractual extension, when accepted, depends on the proof of greater economic advantage in maintaining the link considering the prices practiced in the market, which did not occur in the specific case, configuring irregularity bidding procedure incomplete registered in the system web bids absence of term of reference as well as non-compliance with the requirement of art 40 2 ii and art 43 iv, both of law 8 66693 and art 3 iii of law 10 520 02, therefore generating irregularity, although in part the origin in representation processes demands the joining of the present case to the provision processes of accounts for the year with the so that they are considered when the analysis has negative repercussions;contract bidding contract reference without legal provision absence of leontyne price research addition to the answerability process even if partially valid law no. of purchased goods also observes that the contractual extension, when accepted, depends on the proof of greater economic advantage in maintaining the link considering the prices practiced in the market, which did not occur in the specific display case, configuring irregularity bidding procedure incomplete registered in the system web bids absence of term of reference as well as non - compliance with the requirement of art 40 2 ii and art 43 iv, both of law 8 66693 and art 3 iii of law 10 520 02, therefore generating irregularity, although in part the origin in representation processes demands the joining of the present case to the provision processes of accounts for the year with the so that they are conceive when the analysis has damaging repercussions;licitação de contrato referência de contrato sem previsão legal ausência de leontyne price research adição ao processo de responsabilização, mesmo que parcialmente válido. de bens adquiridos também observa que a prorrogação contratual, quando aceita, depende da comprovação de maior vantagem econômica na manutenção do vínculo considerando os preços praticados no mercado, o que não ocorria na vitrine específica, configurando licitação irregularidade incompleta registrada em o sistema web licita a ausência de termo de referência bem como o descumprimento do requisito do art. 40 2 ii e do art 43 iv, ambos da lei 8.66693 e do art 3 iii da lei 10. 520 02, gerando, portanto, irregularidade, embora em parte a origem em processos de representação exige a junção do presente caso aos processos de prestação de contas do exercício com o de modo que sejam concebidos quando a análise tiver repercussões danosas;CONTRATO
contrato prorrogação indevida de contrato de natureza não continuada com base no art 57 ii da lei 8 666 93 o objeto do contrato oriundo do pregão eletrônico n 001 2016 consistente no controle de pragas não se caracteriza pela sua natureza como atividade destinada a suprir necessidade administrativa rotineira e permanente por isso não deveria ser prorrogada com base no art 57 ii da lei 8 666 93;contract improper extension of contract of a non-continuous nature based on art 57 ii of law 8 666 93 the object of the contract arising from electronic auction n 001 2016 consisting in pest control is not characterized by its nature as an activity designed to meet routine administrative needs and permanent so it should not be extended based on art 57 ii of law 8 666 93;contract improper extension of contract of a non - continuous nature base on artistic creation 57 ii of law 8 666 93 the object of the contract arise from electronic auction n 001 2016 consisting in pest control is not characterized by its nature as an activity designed to meet routine administrative needs and permanent so information technology should not be extended based on art fifty seven ii of law 8 666 xciii;contrato extensão indevida de contrato de natureza não contínua com base na criação artística 57 ii da lei 8.666 93 o objeto do contrato decorre do leilão eletrônico n 001 2016 que consiste no controle de pragas não se caracteriza pela sua natureza como uma atividade destinada ao atendimento necessidades administrativas rotineiras e permanentes para que a tecnologia da informação não seja estendida com base no art. cinquenta e sete ii da lei 8.666 xciii;CONTRATO
prestação de contas ausência de procedimentos licitatórios comprovação do procedimento licitatório em sede de defesa no entanto ausente a comprovação da publicação do extrato do contrato que é condição indispensável para sua eficácia nos termos do art 61 único da lei n 8 666 93;rendering of accounts absence of bidding procedures evidence of the bidding procedure in defense, however absent evidence of publication of the extract of the contract, which is an indispensable condition for its effectiveness under the terms of article 61 of law n. 8 666 93;version of accounts absence of summons procedures evidence of the bidding procedure in defense, however absent evidence of publication of the extract of the contract, which be an indispensable condition for information technology effectiveness under the terms of article 61 of law n. eighter 666 93;versão das contas ausência de procedimento de citação prova do procedimento licitatório em defesa, porém ausente da prova de publicação do extrato do contrato, condição indispensável para a eficácia da tecnologia da informação nos termos do art. 61 da lei n. eighter 666 93;CONTRATO
ementa irregularidade em processos licitatórios repercussão negativa materiais de consumo não se enquadram como natureza contínua trata se de fornecimento portanto não se enquadra nas exceções previstas no art 57 da lei n 8 666 93;summary irregularity in bidding processes negative repercussion consumables do not fit as a continuous nature it is supply therefore does not fit the exceptions provided for in art 57 of law n. 8 666 93;summary abnormality in bidding processes negative repercussion consumables do not accommodate as a continuous nature it is supply therefore does not fit the exceptions provided for in art 57 of jurisprudence n. 8 666 xciii;anormalidade sumária em processos licitatórios de repercussão negativa os insumos não se enquadram na continuidade do seu fornecimento, portanto não se enquadram nas exceções previstas no art. 57 da jurisprudência n. 8 666 xciii;CONTRATO
ementa contrato pagamento de serviços prestados em data anterior a assinatura do contrato aditivo assinado após a vigência do contrato procedência parcial determinações é nulo e de nenhum efeito o contrato verbal com a administração salvo o de pequenas compras de pronto pagamento assim entendidas aquelas de valor não superior a 5 do limite estabelecido no art 12 inciso ii alínea a da lei n 8 666 93 feitas em regime de adiantamento aditivo sem validade jurídica constitui despesa irregular por ausência de licitação;summary contract payment for services rendered prior to the signature of the amendment contract signed after the term of the contract partial origin of determinations is null and void and the verbal contract with the administration has no effect except for small purchases for prompt payment, understood as those of no higher value the 5th of the limit established in art 12 item ii paragraph a of law n. 8 666 93 made under an additive advance without legal validity constitutes irregular expense due to the absence of a bidding process;summary contract payment for service rendered prior to the signature of the amendment contract signed after the term of the contract fond pedigree of determinations is null and null and the verbal contract with the administration has no effect except for small purchases for prompt payment, understood as those of no higher value the fifth of the limit established in art 12 item two paragraph a of law n. 8 666 93 made under an additive progression without legal validity constitutes irregular disbursement due to the absence of a bidding process;o pagamento do contrato sumário por serviço prestado antes da assinatura do contrato de aditivo firmado após a vigência do pedigree de apuração do fundo do contrato é nulo e nulo e o contrato verbal com a administração não tem efeito, exceto para pequenas compras a pronto pagamento, entendidas como aquelas sem valor superior o quinto do limite estabelecido no art. 12, inciso segundo, alínea a, da lei n. 8 666 93 efetuado em progressão aditiva sem validade jurídica constitui desembolso irregular por inexistência de licitação;CONTRATO
ementa licitação irregularidades em procedimentos licitatórios contrato impropriedades na execução contratual repercussão parcialmente negativa na análise da prestação de contas a ausência de informação sobre o término ou anulação revogação de processo licitatório em violação aos artigos 48 e 49 da resolução n 33 12 e finalização extemporânea de licitação ensejam em análise parcialmente negativa da prestação de contas irregularidade na execução contratual tal como a ausência de justificativa para a prorrogação excepcional em violação ao 4 do artigo 57 da lei n 8 666 93 implica em análise parcialmente negativa;summary of bidding irregularities in bidding procedures contract improprieties in the performance of the contract partially negative repercussion in the analysis of the rendering of accounts the absence of information on the termination or annulment of the bidding process revocation in violation of articles 48 and 49 of resolution n. 33 12 and untimely finalization of the bidding give rise to a partially negative analysis of the rendering of accounts, irregularity in the contractual performance, such as the absence of justification for the exceptional extension in violation of Article 57 4 of Law No. 8 666 93 implies a partially negative analysis;summary of bidding irregularities in bidding procedures contract impropriety in the performance of the contract partially negative repercussion in the psychoanalysis of the rendering of accounts the absence of data on the termination or annulment of the bidding process revocation in violation of articles 48 and 49 of resolution n. 33 12 and untimely finalization of the bidding give ascent to a partially negative analysis of the rendering of accounts, irregularity in the contractual performance, such as the absence seizure of justification for the exceptional extension in violation of Article 57 4 of Law No. 8 666 93 implies a partially negative analysis;resumo das irregularidades licitatórias em procedimentos licitatórios improbidade contratual na execução do contrato repercussão parcialmente negativa na psicanálise da prestação de contas a ausência de dados sobre a extinção ou anulação do processo licitatório revogação em violação aos artigos 48 e 49 da resolução n. . 33 12 e a finalização intempestiva da licitação dão ensejo a análise parcialmente negativa da prestação de contas, irregularidade na execução contratual, como a ausência de apreensão de justificativa para prorrogação excepcional em violação ao artigo 57 4º da Lei nº 8.666 93 implica uma análise parcialmente negativa;CONTRATO
ementa contrato não reconhecimento do decreto de calamidade administrativa pela ausência de situação de calamidade ou emergência cabíveis somente em situações pontuais que devem ser realizadas por meio de processos administrativos próprios condições cumulativas : a urgência no atendimento da situação b risco de prejuízo ou comprometimento segurança de pessoas obras serviços equipamentos e outros bens públicos ou particulares c que a contratação a ser realizada seja adstrita aos bens necessários ao atendimento da situação emergencial ou calamitosa d que as parcelas de obras e serviços a serem contratados possam ser concluídas no prazo máximo de 180 cento e oitenta dias consecutivos e ininterruptos contados da ocorrência da emergência ou calamidade;amends contract non-recognition of the administrative calamity decree due to the absence of a calamity or emergency situation applicable only in specific situations that must be carried out through their own administrative processes cumulative conditions: urgency in meeting the situation b risk of harm or compromise the safety of people works, services, equipment and other public or private goods and that the contracting to be carried out is linked to the goods necessary to meet the emergency or dire situation d that the portions of works and services to be contracted can be completed within a maximum period of 180 one hundred and eighty consecutive and uninterrupted days counted from the occurrence of the emergency or calamity;amends contract non - recognition of the administrative calamity decree due to the absence of a disaster or emergency situation applicable only in specific site that must be carried out through their own administrative process accumulative conditions: urgency in meeting the situation b risk of harm or compromise the safety of people works, services, equipment and other public or secret goods and that the contracting to personify carried out is linked to the goods necessary to meet the emergency or dire situation d that the portions of works and services to be contracted can be completed within a maximum period of 180 one hundred and eighty consecutive and uninterrupted days counted from the occurrence of the emergency or calamity;altera o não reconhecimento do contrato de decreto de calamidade administrativa devido à ausência de situação de desastre ou emergência aplicável apenas em local específico que deva ser realizado por processo administrativo próprio Condições acumulativas: urgência no atendimento da situação b risco de dano ou comprometimento do segurança das pessoas obras, serviços, equipamentos e outros bens públicos ou secretos e que a contratação de personificação realizada esteja vinculada aos bens necessários para atender à situação de emergência ou calamitosa d que as parcelas das obras e serviços a serem contratados possam ser concluídas no prazo prazo máximo de 180 cento e oitenta dias consecutivos e ininterruptos contados a partir da ocorrência da emergência ou calamidade;CONTRATO
ementa : prestação de contas despesas sem licitação débito com a eletrobrás contratação com empresa proibida de contratar com o poder público realizar despesas sem o devido processo licitatório configura violação ao art 37 xxi da constituição da república de 1988 a existência de débitos com multa juros e correção monetária configura um desperdício de recursos públicos ferindo os princípios da eficiência e da economicidade previstos nos artigos 37 e 70 da constituição federal respectivamente constitui grave irregularidade a ausência de rescisão do contrato com empresa de proibida de contratar com o poder público após o conhecimento do impedimento nos termos do art 97 da lei 8 666 93;summary : accountability for expenses without bidding debt with Eletrobrás contracting with a company prohibited from contracting with the government to carry out expenses without the due bidding process constitutes a violation of art 37 xxi of the constitution of the republic of 1988 the existence of debts with fine, interest and correction monetary constitutes a waste of public resources, violating the principles of efficiency and economy provided for in articles 37 and 70 of the federal constitution respectively. terms of art 97 of law 8 666 93;sum up: accountability for expense without bidding debt with Eletrobrás contracting with a company prohibited from contracting with the government to carry out expenses without the imputable bidding process plant a violation of art 37 xxi of the constitution of the republic of 1988 the existence of debts with fine, interest and correction monetary constitutes a waste of public resources, violating the principles of efficiency and economy provided for in articles 37 and 70 of the federal united states constitution respectively. terms of art 97 of law 8 666 93;resumindo: responsabilização de despesa sem licitação dívida com Eletrobrás contratação de empresa proibida de contratar com poder público para realização de despesas sem licitação imputável planta violação do art. 37 xxi da constituição da república de 1988 a existência de dívidas com multa, juros e correção monetária constituem desperdício de recursos públicos, violando os princípios de eficiência e economia previstos nos artigos 37 e 70 da constituição federal dos estados unidos, respectivamente. termos do art. 97 da lei 8.666.93;CONTRATO
contrato utilização de motoristas não habilitados em carteira de categoria d como condutores de transporte escolar em desacordo com a forma contratada regularidade com ressalvas 2 o item 16 do contrato n 014 2017 relativo prestação de serviços de transporte escolar no município determinou a utilização de motoristas não habilitados em carteira de categoria d como condutores de transporte escolar;contract use of drivers not licensed in category d as school transport drivers in disagreement with the contracted form regularly with reservations 2 item 16 of contract n 014 2017 regarding the provision of school transport services in the municipality determined the use of non-qualified drivers in category d card as school transport drivers;contract usage of driver non licensed in category d as school transport drivers in disagreement with the contracted form on a regular basis with reservations 2 item 16 of contract n 014 2017 regarding the provision of school transport services in the municipality determined the use of non - qualified device driver in category d card as school transport drivers;contrato de utilização de motorista não licenciado na categoria d como motoristas de transporte escolar em desacordo com a forma contratada em regime regular com ressalvas 2 item 16 do contrato n. 014 2017 relativo à prestação de serviços de transporte escolar no município determinou a utilização de não qualificados driver de dispositivo na placa de categoria d como drivers de transporte escolar;CONTRATO
