arquivo;ano_mes;sumario;ementa;informacoes;area_tematica;decisao_tipo;decisao_numero;decisao_ano;assunto_agrupado;rank;prioridade
Boletim de Jurisprudência TCE-PI - Outubro - 18.docx;2018-10;Prestação de Contas. Reiterados bloqueios de contas. Gravidade da falha.;"PRESTAÇÃO DE CONTAS. REITERADOS BLOQUEIOS DE CONTAS. ATRASO NO ENVIO DA PRESTAÇÃO DE CONTAS. AUSÊNCIA DE DEFESA. GRAVE AFRONTA AO COMANDO CONSTITUCIONAL.
Os reiterados bloqueios nas contas da Câmara Municipal, decorrentes de atraso no envio da prestação de contas, bem como a ausência de defesa, demonstram a gravidade da falha constatada e justificam um julgamento de irregularidade.";(Prestação de Contas. Processo  – Relator: Cons. Joaquim Kennedy Nogueira Barros. Segunda Câmara. Decisão Unânime. Acórdão nº 1.436/18 publicado no );PRESTACAO DE CONTAS;acordao;1436;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Maio - 18.docx;2018-05;Prestação de Contas. Envio extemporâneo da prestação de contas mensal. Dificuldades no acesso a internet.;"PRESTAÇÃO DE CONTAS. INGRESSO EXTEMPORÂNEO DA PRESTAÇÃO DE CONTAS MENSAL. AUSÊNCIA DE PEÇAS. NÃO SANEAMENTO DAS OCORRÊNCIAS. REPERCUSSÃO PARCIALMENTE NEGATIVA.
O envio extemporâneo da prestação de contas mensal não sana a irregularidade pelo atraso no SAGRES, em razão de dificuldades no acesso a internet, pois segundo o art. 3° da Resolução TCE n° 09/2014, a prestação de contas mensal deve ser enviada até 60 (sessenta) dias subsequentes ao mês vencido. Ademais, merece igual observância o art. 33, inciso II, Constituição Estadual;
O envio posterior, em forma documental, de peças componentes da prestação de contas não sana a irregularidade apontada.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 55/18 publicado no );PRESTACAO DE CONTAS;parecer;55;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Dezembro-18 (definitivo).docx;2018-12;Prestação de Contas. Ausência de prestação de contas mensal. Regularização posterior. Grave afronta constitucional.;"REPRESENTAÇÃO. PRESTAÇÃO DE CONTAS. AUSÊNCIA DE PRESTAÇÃO DE CONTAS MENSAL. ADIMPLÊNCIA ANTERIOR AO BLOQUEIO. PROCEDÊNCIA PARCIAL.
1. Ocorrendo ausência de prestação de contas mensal, não obstante a situação tenha se regularizado, ocorre grave afronta ao comando constitucional (art. 70, parágrafo único, CF/88). ";(Representação. Processo  – Relator: Cons. Joaquim Kleber Dantas Eulálio. Primeira Câmara. Decisão Unânime. Acórdão nº 1.995/18 publicado no );PRESTACAO DE CONTAS;acordao;1995;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Dezembro-18 (definitivo).docx;2018-12;Prestação de Contas. Inexistência de prejuízo ao erário. Irregularidades de pequena monta. Extrema dificuldade de gestão. Inexistência de grave afronta legal.;"PROCESSUAL. PRESTAÇÃO DE CONTAS. REGULARIDADE COM RESSALVAS.
1. Não caracteriza grave afronta à norma legal se as irregularidades encontradas não foram ensejadoras de prejuízos ao erário e se esses montantes envolvidos sejam de pequena monta, considerando, ainda extrema dificuldade de gestão.";(Prestação de Contas. Processo  – Relator: Cons. Jaylson Fabianh Lopes Campelo. Primeira Câmara. Decisão Unânime. Acórdão nº 2.016/18 publicado no );PRESTACAO DE CONTAS;acordao;2016;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Dezembro-18 (definitivo).docx;2018-12;Prestação de Contas. Despesa orçamentária acima do valor repassado. Evidente utilização de recursos de terceiros.;"PRESTAÇÃO DE CONTAS. TOTAL DESPESA ORÇAMENTÁRIA EM VALOR SUPERIOR AO VALOR REPASSADO.
2) A despesa orçamentária acima do valor repassado, evidenciando a utilização de recursos de terceiros para custear despesa da Câmara. ";(Prestação de Contas. Processo  – Relator: Cons. Subs. Delano Carneiro da Cunha Câmara. Primeira Câmara. Decisão Unânime. Acórdão nº 1.782/18 publicado no );PRESTACAO DE CONTAS;acordao;1782;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Prestação de Contas. Impossibilidade de envio de peças exclusivamente em via documental.;"EMENTA. PRESTAÇÃO DE CONTAS. INGRESSO EXTEMPORÂNEO E AUSÊNCIA DE PEÇAS.
A ausência de manifestação do gestor, a respeito da ocorrência em análise, enseja em permanência da referida falha.
Em relação à ausência de peças componentes da prestação de contas, ressalta-se que o envio das mesmas não pode ocorrer de forma exclusivamente documental, devendo ser informadas junto ao Sistema Documentação Web.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão unânime. Acórdão nº 2950/17 publicado no );PRESTACAO DE CONTAS;acordao;2950;2017.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Prestação de Contas. Ausência de fornecimento de dados e informações à equipe de transição de governo.;"EMENTA. CONTROLE INTERNO. NEGLIGÊNCIA DE INFORMAÇÕES À EQUIPE DE TRANSIÇÃO. VIOLAÇÃO AOS ARTIGOS 12 E 13 DA INSTRUÇÃO NOMARTIVA N° 01/2012 DESTE TRIBUNAL. REPERCUSSÃO NEGATIVA. PREVIDÊNCIA. AUSÊNCIA DE REPASSES À AUARQUIA FEDERAL DOS DESCONTOS PREVIDENCIÁRIOS NA FOLHA DOS SERVIDORES. REPERCUSSÃO NEGATIVA.
A ausência de fornecimento de dados e informações à equipe de transição de governo, em violação aos artigos 12 e 13 da Instrução Normativa n° 01/2012 deste Tribunal, repercutiu negativamente na análise da Representação.
Do mesmo modo, a ausência de repasses à Autarquia Federal dos descontos previdenciários na folha dos servidores representa ocorrência grave que repercutiu negativamente no julgamento da Representação em tela.";(Representação. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão Unânime. Acórdão nº 3058/17 publicado no );PRESTACAO DE CONTAS;acordao;3058;2017.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Prestação de Contas. Envio posterior de documentação ausente. Gestor não ordenador de despesas.;"EMENTA. PRESTAÇÃO DE CONTAS. ATRASO NO ENVIO DA PRESTAÇÃO DE CONTAS. AUSÊNCIA DE PEÇAS EXIGIDAS. APLICAÇÃO DE MULTA. GESTOR NÃO ORDENADOR DE DESPESAS. ENVIO POSTERIOR DA DOCUMENTAÇÃO AUSENTE. OCORRÊNCIA SANADA. PROVIMENTO.
O atraso na entrega dos balanços gerais, decorrente de razões alheias à vontade do gestor que não era o ordenador de despesas, não gerando dano ao erário ou desvio de recursos públicos, não prejudica a regular análise da prestação de contas. Falha sanada. Exclusão da multa aplicada.";(Recurso de Reconsideração. Processo  – Relator: Cons. Kleber Dantas Eulálio. Plenário. Decisão unânime. Acórdão nº 2505/17 publicado no );PRESTACAO DE CONTAS;acordao;2505;2017.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - julho - 19.docx;2019-07;Prestação de Contas. Atraso na prestação de contas mensais. Realização de despesas sem prévio empenho. Concessão de diárias. Ausência de controle interno adequado.;"PRESTAÇÃO DE CONTAS DA COORDENADORIA DE FOMENTO À IRRIGAÇÃO. EXERCÍCIO 2017. ATRASO MÉDIO DE 5 DIAS NO ENVIO DAS PRESTAÇÕES DE CONTAS MENSAIS. REALIZAÇÃO DE DESPESAS SEM PRÉVIO EMPENHO. AUSÊNCIA DE JUSTIFICATIVA PARA PRORROGAÇÃO DA VIGÊNCIA DOS CONTRATOS Nº 069/2015 E Nº 01/2016. PUBLICAÇÃO DO EXTRATO DO CONTRATO Nº 01/2016 APÓS O PRAZO. IRREGULARIDADES NA CONCESSÃO DE DIÁRIAS. AUSÊNCIA DE NÚCLEO DE CONTROLE INTERNO ADEQUADO. 
1. O envio fora do prazo dos documentos relativos à prestação de contas implica em multa, com previsão no art. 206, VIII, do Regimento Interno do TCE-PI. Por sua vez, o art. 3º da Instrução Normativa TCE n. 05/2014 estabelece determina que seja aplicada multa no valor correspondente a 10 (dez) UFR-PI por dia de atraso;
2. A realização de despesa pública, nos termos do art. 60, caput, da Lei 4.320/64, está condicionada à realização de prévio empenho, não havendo exceções para essa regra na legislação. Com efeito, para que uma despesa seja realizada, primeiro deve ser verificado se há dotação orçamentária, e, se houver, deve-se separar parte desta para os gastos que se deseja realizar; 
3. Para a prorrogação da vigência de um contrato fazse necessária ajuntada de justificativa fundamentada, nos termos do art. 57, II, da Lei nº 8.666/93; 
4. A publicação extemporânea do extrato convalida a irregularidade do contrato, porém não afasta a responsabilidade de quem deu causa ao atraso; 
5. O dever dos gestores de submeter a aplicação dos recursos públicos a órgão de controle interno, a fim de comprovar a legalidade e avaliar os resultados, é determinado pelo art. 74, I a IV, da Constituição da República e pelo art. 86 da Constituição do Estado do Piauí. A ausência desta manifestação amplia o risco a que se submete a Administração e constitui falha. ";(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão Unânime. Acordão nº 1.098/2019 publicado no );PRESTACAO DE CONTAS;acordao;1098;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Prestação de Contas. Exclusão de multa quando do falecimento de gestor no curso de recurso de reconsideração.;"EMENTA: PREFEITURA MUNICIPAL. CONTAS JULGADAS IRREGULARES. MULTA APLICADA EM SEDE DE PRESTAÇÃO DE CONTAS. FALECIMENTO DO GESTOR. EXCLUSÃO DA MULTA.
Em caso de falecimento do gestor no curso do recurso de reconsideração, a multa aplicada ao gestor em sede de prestação de contas merece ser excluída, em observância ao disposto no inciso XLV do art. 5º da Constituição Federal de 1988.";(Recurso de Reconsideração. Processo  – Relatora: Cons.ª Waltania Maria Nogueira de Sousa Leal Alvarenga. Plenário. Decisão unânime. Acórdão nº 2.867/17 publicado no );PRESTACAO DE CONTAS;acordao;2867;2017.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto-Dezembro - 17 - Consolidação semestral..docx;2017-12;Prestação de Contas. Gestor que assumiu funções por menos de 40 dias dentro do exercício.;"EMENTA: PRESTAÇÃO DE CONTAS. INOBSERVÂNCIA DOS PRAZOS PARA O ENVIO DAS PRESTAÇÕES DE CONTAS. CONTABILIDADE. CONTABILIZAÇÃO INDEVIDA DA RECEITA TRIBUTÁRIA.
Ausência de documentos que compõem a prestação de contas do exercício financeiro, afronta constitucional ao art. 70, parágrafo único, CF/88, prerrogativas às Cortes de Contas para examinar mediante fiscalização o gasto de recursos públicos (art. 33, IV, da CE/89 e Res. TCE nº905/2009).
Desarrazoado e desproporcional rejeição das Contas em órgão no qual o gestor assumiu funções por menos de 40 dias dentro do exercício. (Art. 8º, da Lei Nº 13.105, de 16 de Março de 2015).";(Pedido de Revisão. Processo  – Relator: Cons. Luciano Nunes Santos. Plenário. Decisão unânime. Acórdão nº 2853/17 publicado no );PRESTACAO DE CONTAS;acordao;2853;2017.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Dezembro-18 (definitivo).docx;2018-12;Prestação de Contas. Falhas de caráter formal após o contraditório. Incapacidade de maculação da prestação de contas. Inexistência de dano ao erário.;"PRESTAÇÃO DE CONTAS. PREDOMINÂNCIA DE FALHAS DE CARÁTER FORMAL. MENOR POTENCIAL OFENSIVO. NÃO COMPROVAÇÃO DE DANO AO ERÁRIO.
1. A permanência de falhas de caráter formal após o contraditório não tem o condão de macular a Prestação de Contas, especialmente quando não há comprovação de dano ao erário. ";(Prestação de Contas. Processo  – Relator: Cons. Joaquim Kennedy Nogueira Barros. Segunda Câmara. Decisão Unânime. Acórdão nº 1.922/18 publicado no );PRESTACAO DE CONTAS;acordao;1922;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Prestação de contas. SAGRES. Dados eletrônicos em desconformidade com documentos físicos.;"PRESTAÇÃO DE CONTAS. SAGRES. CÁLCULO DOS LIMITES CONSTITUCIONAIS E LEGAIS. 
Os dados eletrônicos deverão apresentar-se em inteira conformidade com as informações dos documentos físicos que integram a prestação de contas, que permanecerá na sede dos jurisdicionados e na sede da Câmara Municipal.";(Prestação de Contas. Processo  – Relator: Cons. Substituto Jackson Nobre Veras. Segunda Câmara. Decisão Unânime. Acórdão nº 1305/18 publicado no );PRESTACAO DE CONTAS;acordao;1305;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Setembro - 18.docx;2018-09;Prestação de Contas. Rejeição de peças orçamentárias. Reenvio admitido uma única vez.;"PARECER PRÉVIO. ATRASO NO ENVIO DAS PEÇAS ORÇAMENTÁRIAS – PPA E LOA.
Rejeitados os dados ou as informações, o reenvio das peças orçamentárias rejeitadas será admitido uma única vez, nos termos do parágrafo único do art. 47 da Resolução TCE n° 39/2015.";(Prestação de Contas. Processo  – Relator: Cons. Abelardo Pio Vilanova e Silva. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 132/18 publicado no );PRESTACAO DE CONTAS;parecer;132;2018.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI -fevereiro 2019.docx;2019-02;Prestação de Contas. Órgão municipal de pequena estrutura administrativa. Irrazoabilidade no julgamento por reprovação das contas. Ausência de má-fé. Ausência de dolo. Ausência de dano ao erário. Princípio da razoabilidade.;"AUSÊNCIA DE PEÇAS. DESCUMPRIMENTO DO LIMITE LEGAL DA DESPESA COM PESSOAL.
Considera-se a infringência aos dispositivos constitucionais precitados, mas analisando o caso concreto nos presentes autos, considerando ainda o órgão municipal de pequena estrutura administrativa, não é razoável que as falhas remanescentes, em apego ao formalismo exagerado, ensejem a reprovação das contas em apreço, haja vista a ausência de má-fé, dolo e dano ao erário. Conhece-se do Recurso e no Mérito pelo Provimento, modificando o Parecer Prévio que recomendou a Reprovação das Contas de Governo para recomendação de Aprovação com Ressalvas. ";(Recursos. Processo  – Relator: Cons. Luciano Nunes Santos. Plenário. Decisão Unânime. Acórdão nº 264/19 publicado no );PRESTACAO DE CONTAS;acordao;264;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - julho - 19.docx;2019-07;Prestação de Contas. Não observância dos princípios que regem a administração pública. Desobediência a lei de informação. Não disponibilidade dos editais de licitações.;"REPRESENTAÇÃO. NÃO OBSERVÂNCIA AOS PRINCIPIOS QUE REGEM A ADMINISTRAÇÃO PÚBLICA. OS PRINCÍPIOS QUE REGEM A ADMINISTRAÇÃO PÚBLICA NÃO FORAM ATENDIDOS DE FORMA CUMULATIVA. DESOBEDIÊNCIA À LEI DE ACESSO À INFORMAÇÃO. 
1. Acessando-se o site da Prefeitura observa-se que o mesmo não contém registro das competências e estrutura organizacional, endereços e telefones das respectivas unidades e horários de atendimento ao público-(Art. 81, § l, I, da Lei de Acesso à Informação); 
2. O site não contém informações concernentes a procedimentos licitatórios, inclusive os respectivos editais e resultados, bem como a todos os contratos celebrados- (Art. 81, § 11, IV, da Lei de Acesso à Informação); 
3. O site não contém dados gerais para o acompanhamento de programas, ações, projetos e obras de órgãos e entidades- (Art. 811, § 11, V, da Lei de Acesso à Informação);
4. O site não possibilita a gravação de relatórios em diversos formatos eletrônicos, inclusive abertos e não proprietários, tais como planilhas e texto, de modo a facilitar a análise das informações-(Art. 81, § 30, II, da Lei de Acesso à Informação); 
5. O site não possibilita o acesso automatizado por sistemas externos em formatos abertos, estruturados e legíveis por máquina (Art. 81, § 30, III, da Lei de Acesso à Informação);
6. O site não indica local e instruções que permitam ao interessado comunicar-se, por via eletrônica ou telefônica, com o órgão ou entidade detentora do sítio- (Art. 81, § 31, VII, da Lei de Acesso à Informação)- Aqui registrar que a linha telefônica está desativada por contenção de custos e o link “fale com a Prefeitura existe, mas não funciona”; 
7. O site não dispõe de serviço de informações ao cidadão, nos órgãos e entidades do poder público, em local com condições apropriadas para: a) atender e orientar o público quanto ao acesso a informações; b) informar sobre a tramitação de documentos nas suas respectivas unidades; c) protocolizar documentos e requerimentos de acesso a informações- Art. 91, 1, da Lei de Acesso à informação;
8. Não se mostrou no portal que houve a realização de audiências ou consultas públicas, incentivo à participação popular ou a outras formas de divulgação- Art. 9°, II, da Lei de Acesso à informação; 
9. O portal não disponibiliza o quadro funcional, indicando: nome, cargo, local de lotação, forma de investidura (concurso público ou livre nomeação), horário de trabalho e carga horária semanal; 
10. O portal não contem informações sobre servidores cedidos por outros órgãos, indicando nome, cargo e órgão de origem, nem sobre servidores temporários, remuneração de cada agente público, relação de aquisição de passagens (motivo e destino), gastos com cartão corporativo, valores referentes às verbas de representação, de gabinete e reembolsáveis de qualquer natureza além de valores recebidos e verbas indenizatórias; 
11. Não contém o portal notas fiscais, cópia de depósitos, transferências ou cheques utilizados no reembolso, discriminados pelo nome, cargo, e lotação do agente; 
12. O site não disponibiliza sistema de controle de estoque, com lista mensal das entradas e saídas de material e nome do servidor responsável pelo controle; 
13. O site não disponibiliza Leis e atos normativos municipais; 
14. O site não disponibiliza os Editais de licitação (Art. 30, § 30, da Lei n° 8666/93), nem a Integra dos procedimentos licitatórios (Art. 30, § 30, da Lei n° 8666/93). Contratos e aditivos (Art. 31, § 31, da Lei n° 8666/93). Convênios firmados com o Estado e com o Governo Federal (Princípio da publicidade), Licitações abertas, em andamento e já realizadas (Art. 31, § 31, da Lei n° 8666/93), Íntegra dos procedimentos de dispensa e inexigibilidade de licitações (Art. 30, § 30, da Lei n° 8666/93), Justificativas para a contratação direta (Art. 30, § 31, da Lei n° 8666/93), Relação de cessões, permutas e doação de bens (Princípio da publicidade). Notas fiscais eletrônicas das compras realizadas (Princípio da publicidade), Publicidade das compras realizadas (Lei 8.666/93- Art.16. Será dada publicidade, mensalmente, em órgão de divulgação oficial ou em quadro de avisos de amplo acesso público, à relação de todas as compras feitas pela Administração Direta ou Indireta, de maneira a clarificar a identificação do bem comprado, seu preço unitário, a quantidade adquirida, o nome do vendedor e o valor total da operação, podendo ser aglutinadas por itens as compras litas com dispensa e inexigibilidade de licitação. Parágrafo único. O disposto neste artigo não se aplica aos casos de dispensa de licitação previstos no inciso IX do art. 24), o Município não divulga o servidor responsável pelo acompanhamento e fiscalização dos contratos (Lei n° 8.666-93 Art. 67 A execução do contrato deverá ser acompanhada e fiscalizada por um representante da Administração especialmente designado, permitida a contratação de terceiros para assisti-lo e subsidiá-lo de informações pertinentes a essa atribuição). 
15. Inobservância dos seguintes dispositivos do Decreto-Lei 7.185/2010- XV. 1) Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira, I - quanto à despesa. b) o número do correspondente processo da execução, quando for o caso; XV.2)Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras 110 decorrer da execução orçamentária e financeira: I - quanto à despesa: c) a classificação orçamentária, especificando a unidade orçamentária, função, subfunção, natureza da despesa e a fonte dos recursos que financiaram o gasto; X - O Portal não informa a fonte dos recursos que financiou o gasto. XV.3) Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira: 1 - quanto à despesa: d) a pessoa física ou jurídica beneficiária do pagamento, inclusive nos desembolsos de operações independentes da execução orçamentária, exceto no caso de folha de pagamento de pessoal e de benefícios previdenciários; XV.4) Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira: 1 - quanto à despesa e) o procedimento licitatório realizado, bem como à sua dispensa ou inexigibilidade, quando for o caso, com o número do correspondente processo; e ; XV.5) Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira: 1 - quanto à despesa: f o bem fornecido ou serviço prestado, quando for o caso; XV.6)Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira: II - quanto à receita, os valores de todas as receitas da unidade gestora, compreendendo no mínimo sua natureza, relativas a: b) Lançamento, quando for o caso; XV.7) Art. 7° Sem prejuízo dos direitos e garantias individuais constitucionalmente estabelecidos, o SISTEMA deverá gerar, para disponibilização em meio eletrônico que possibilite amplo acesso público, pelo menos, as seguintes informações relativas aos atos praticados pelas unidades gestoras no decorrer da execução orçamentária e financeira: II - quanto à receita, os valores de todas as receitas da unidade gestora, compreendendo no mínimo sua natureza, relativas a: e) arrecadação, inclusive referente a recursos extraordinários. 
16. Violando a LRF, o site não contém Lei do Plano Plurianual (Art. 48, caput, da LRF), Lei de Diretrizes Orçamentárias (Art. 48, caput, da LRF), Lei Orçamentária Anual - LOA (Art. 48, caput, da LRF), Prestações de contas e respectivo parece prévio (Art. 48, caput da LRF), Relatório Resumido de Execução Orçamentária e versão simplificada (Art. 48, caput da LRF, Art. 52 da LRF) - Deve ser divulgado até 30 dias após o encerramento do bimestre; Relatório de Gestão Fiscal - RGF e versão simplificada (Art. 48, caput, da LRF, Art. 54 da LRF) - Deve ser divulgado a cada quadrimestre; Incentivo à participação popular e realização de audiências públicas, durante os processos de elaboração e discussão dos planos, lei de diretrizes orçamentárias e orçamentos; (Incluído pela Lei Complementar 11° 131, de 2009, Art. 48, parágrafo único, I, da LRF); Liberação ao pleno conhecimento e acompanhamento da sociedade, em tempo real, de informações pormenorizadas sobre a execução orçamentária e financeira, em meios eletrônicos de acesso público; (incluído pela Lei Complementar n° 131, de 2009 - Art. 48, parágrafo único, II, da LRF); Adoção de sistema integrado de administração financeira e controle, que atenda a padrão mínimo de qualidade estabelecido pelo Poder Executivo da União e ao disposto no art. 48- A.(Incluído pela Lei Complementar n° 131, de 2009) (Vide Decreto n° 7.185, de 2010, Art. 48, parágrafo único, III, da LRF); Quanto à Despesa: Disponibilização a qualquer pessoa física ou jurídica o acesso a informações referentes a todos os atos praticados pelas unidades gestoras no decorrer da execução da despesa, no momento de sua realização, com a disponibilização mínima dos dados referentes ao número do correspondente processo, ao bem fornecido ou ao serviço prestado, à pessoa física ou jurídica beneficiária do pagamento e, quando for o caso, ao procedimento licitatório realizado; (Incluído pela Lei Complementar n° 131, de 2009) (Art. 48-A, I, da LRF); Quanto à Receita: disponibilização a qualquer pessoa física ou jurídica o acesso a informações referentes ao lançamento e o recebimento de toda a receita das unidades gestoras, inclusive referente a recursos extraordinários. (Incluído pela Lei Complementar n° 131, de 2009, Art. 48-A, II, da LRF); ";(Prestação de Contas. Processo  – Relator: Cons. Luciano Nunes Santos. Segunda Câmara. Decisão Unânime. Acordão nº 1.053/2019 publicado no );PRESTACAO DE CONTAS;acordao;1053;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - Agosto- 19.docx;2019-08;Prestação de Contas. Inscrição dos restos a pagar sem disponibilidade financeira.;"PRESTAÇÃO DE CONTAS. INSCRIÇÃO DE RESTOS A PAGAR SEM DISPONIBILIDADE FINANCEIRA.
A principal ocorrência presente nos autos diz respeito à inscrição em restos a pagar sem disponibilidade financeira que apresentou um valor bastante expressivo, mais de um milhão de reais inscritos em restos a pagar sem saldo financeiro para dar suporte a essas obrigações contraídas. Verificou-se que isso ocorreu em praticamente todas as unidades, tendo restos a pagar sem cobertura financeira nas contas da Prefeitura, do FMS e nas contas do FUNDEB, então, todas as unidades concorreram para esse quadro adverso evidenciado no balanço geral do município.";(Prestação de Contas. Processo  – Relator: Cons. Subst. Alisson Felipe de Araújo. Primeira Câmara. Decisão Unânime. Parecer Prévio nº 84/19 publicado no );PRESTACAO DE CONTAS;parecer;84;2019.0;PRESTACAO DE CONTAS;5;4
Boletim de Jurisprudência TCE-PI - junho - 19.docx;2019-06;Prestação de Contas. Descumprimento da Resolução do TCE. Abertura de crédito acima do limite autorizado. Atraso do envio das prestações de contas mensais.  Repasse do duodécimo acima do limite.;"CONTAS DE GOVERNO. ATRASO NO ENVIO DAS PEÇAS ORÇAMENTÁRIAS. ABERTURA DE CRÉDITOS ADICIONAIS ACIMA DO LIMITE AUTORIZADO PELA LOA. AUSÊNCIA DE PUBLICAÇÃO DOS DECRETOS PARA ABERTUTA DE CRÉDITOS ADICIONAIS. ATRASO NO ENVIO DAS PRESTAÇÕES DE CONTAS MENSAIS. INGRESSO EXTEMPORÂNEO DO BALANÇO GERAL. NÃO ENVIO DE PEÇAS EXIGIDAS PELA RESOLUÇÃO TCE Nº 39/2015. DIVERGÊNCIA ENTRE O SISTEMA SAGRES CONTÁBIL E AS PEÇAS DA DOCUMENTAÇÃO WEB. REPASSE DO DUODÉCIMO ACIMA DO LIMITE. IRREGULARIDADES NA DISPONIBILIZAÇÃO DE DADOS DO PORTAL DA TRANSPARÊNCIA.
1. Houve o descumprimento do art. 47 da Resolução nº 39/2015 quanto ao envio das peças orçamentárias. Pesa-se o fato dos atrasos serem significativos. 
2. A abertura de créditos acima do limite autorizado pela LDO. Além do descumprimento do limite imposto, tem-se que o percentual de credito suplementar atingiu 93%, o que agravou a ocorrência. 
3. A Instrução Normativa TCE/PI Nº 03/2015 em seu art. 4º dispõe que as publicações das leis, decretos e atos normativos em geral, que devem ocorrer dentro do prazo de 10 (dez) dias a partir da ultimação de sua edição, conterão seu texto integral e os respectivos anexos. Nesse caso tem-se que não foi comprovada a publicação de nenhum decreto de abertura de créditos adicionais. 
4. Em relação aos atrasos no envio da prestação de contas mensais, houve o descumprimento das exigências definidas na resolução TCE-PI nº 39/2015. A irregularidade foi agravada pela relevância dos atrasos. 
5. Com relação as peças ausentes apesar do envio em sede de contraditório das mesmas devem atender ao forma exigido pela resolução TCE nº 39/2015. 
6. Das divergências apuradas nos relatórios, recomenda-se o atendimento ao art. 5º da resolução TCE nº 39/2015. 
7. O repasse do duodécimo acima do limite estabelecido fere o disposto pelo § 2º, I, do art. 29-A da CF. 
8. Não atendimento dos critérios do anexo I da Instrução Normativa TCE nº 02/2016, em relação a disponibilização de informações atualizadas e completas no portal da transparência do município.  ";(Prestação de Contas. Processo  – Relatora: Consª. Lilian de Almeida Veloso Nunes Martins. Segunda Câmara. Decisão unânime. Parecer Prévio nº 058/2019 publicado no );PRESTACAO DE CONTAS;parecer;58;2019.0;PRESTACAO DE CONTAS;5;4
